Country Code ISO3,Country,2023 SDG Index Score,2023 SDG Index Rank,Percentage missing values,International Spillovers Score (0-100),Regional Score (0-100),International Spillovers Rank,Regions used for the SDR,Population in 2022,Goal 1 Dash,Goal 1 Trend,Goal 2 Dash,Goal 2 Trend,Goal 3 Dash,Goal 3 Trend,Goal 4 Dash,Goal 4 Trend,Goal 5 Dash,Goal 5 Trend,Goal 6 Dash,Goal 6 Trend,Goal 7 Dash,Goal 7 Trend,Goal 8 Dash,Goal 8 Trend,Goal 9 Dash,Goal 9 Trend,Goal 10 Dash,Goal 10 Trend,Goal 11 Dash,Goal 11 Trend,Goal 12 Dash,Goal 12 Trend,Goal 13 Dash,Goal 13 Trend,Goal 14 Dash,Goal 14 Trend,Goal 15 Dash,Goal 15 Trend,Goal 16 Dash,Goal 16 Trend,Goal 17 Dash,Goal 17 Trend,Goal 1 Score,Goal 2 Score,Goal 3 Score,Goal 4 Score,Goal 5 Score,Goal 6 Score,Goal 7 Score,Goal 8 Score,Goal 9 Score,Goal 10 Score,Goal 11 Score,Goal 12 Score,Goal 13 Score,Goal 14 Score,Goal 15 Score,Goal 16 Score,Goal 17 Score,"Poverty headcount ratio at $2.15/day (2017 PPP, %)",Year: sdg1_wpc,Imputation: sdg1_wpc,Normalized Score: sdg1_wpc,Dashboard Color: sdg1_wpc,Trend: sdg1_wpc,"Poverty headcount ratio at $3.65/day (2017 PPP, %)",Year: sdg1_lmicpov,Imputation: sdg1_lmicpov,Normalized Score: sdg1_lmicpov,Dashboard Color: sdg1_lmicpov,Trend: sdg1_lmicpov,Poverty rate after taxes and transfers (%),Year: sdg1_oecdpov,Dashboard Color: sdg1_oecdpov,Trend: sdg1_oecdpov,Prevalence of undernourishment (%),Year: sdg2_undernsh,Imputation: sdg2_undernsh,Normalized Score: sdg2_undernsh,Dashboard Color: sdg2_undernsh,Trend: sdg2_undernsh,Prevalence of stunting in children under 5 years of age (%),Year: sdg2_stunting,Imputation: sdg2_stunting,Normalized Score: sdg2_stunting,Dashboard Color: sdg2_stunting,Trend: sdg2_stunting,Prevalence of wasting in children under 5 years of age (%),Year: sdg2_wasting,Imputation: sdg2_wasting,Normalized Score: sdg2_wasting,Dashboard Color: sdg2_wasting,Trend: sdg2_wasting,"Prevalence of obesity, BMI ≥ 30 (% of adult population)",Year: sdg2_obesity,Normalized Score: sdg2_obesity,Dashboard Color: sdg2_obesity,Trend: sdg2_obesity,Human Trophic Level (best 2-3 worst),Year: sdg2_trophic,Normalized Score: sdg2_trophic,Dashboard Color: sdg2_trophic,Trend: sdg2_trophic,Cereal yield (tonnes per hectare of harvested land),Year: sdg2_crlyld,Normalized Score: sdg2_crlyld,Dashboard Color: sdg2_crlyld,Trend: sdg2_crlyld,Sustainable Nitrogen Management Index (best 0-1.41 worst),Year: sdg2_snmi,Normalized Score: sdg2_snmi,Dashboard Color: sdg2_snmi,Trend: sdg2_snmi,Yield gap closure (% of potential yield),Year: sdg2_yieldgap,Dashboard Color: sdg2_yieldgap,Exports of hazardous pesticides (tonnes per million population),Year: sdg2_pestexp,Normalized Score: sdg2_pestexp,Dashboard Color: sdg2_pestexp,"Maternal mortality rate (per 100,000 live births) ",Year: sdg3_matmort,Normalized Score: sdg3_matmort,Dashboard Color: sdg3_matmort,Trend: sdg3_matmort,"Neonatal mortality rate (per 1,000 live births)",Year: sdg3_neonat,Normalized Score: sdg3_neonat,Dashboard Color: sdg3_neonat,Trend: sdg3_neonat,"Mortality rate, under-5 (per 1,000 live births)",Year: sdg3_u5mort,Normalized Score: sdg3_u5mort,Dashboard Color: sdg3_u5mort,Trend: sdg3_u5mort,"Incidence of tuberculosis (per 100,000 population)",Year: sdg3_tb,Normalized Score: sdg3_tb,Dashboard Color: sdg3_tb,Trend: sdg3_tb,"New HIV infections (per 1,000 uninfected population)",Year: sdg3_hiv,Normalized Score: sdg3_hiv,Dashboard Color: sdg3_hiv,Trend: sdg3_hiv,"Age-standardized death rate due to cardiovascular disease, cancer, diabetes, or ",Year: sdg3_ncds,Normalized Score: sdg3_ncds,Dashboard Color: sdg3_ncds,Trend: sdg3_ncds,Age-standardized death rate attributable to household air pollution and ambient ,Year: sdg3_pollmort,Normalized Score: sdg3_pollmort,Dashboard Color: sdg3_pollmort,"Traffic deaths (per 100,000 population)",Year: sdg3_traffic,Normalized Score: sdg3_traffic,Dashboard Color: sdg3_traffic,Trend: sdg3_traffic,Life expectancy at birth (years),Year: sdg3_lifee,Normalized Score: sdg3_lifee,Dashboard Color: sdg3_lifee,Trend: sdg3_lifee,"Adolescent fertility rate (births per 1,000 females aged 15 to 19)",Year: sdg3_fertility,Normalized Score: sdg3_fertility,Dashboard Color: sdg3_fertility,Trend: sdg3_fertility,Births attended by skilled health personnel (%),Year: sdg3_births,Normalized Score: sdg3_births,Dashboard Color: sdg3_births,Trend: sdg3_births,Surviving infants who received 2 WHO-recommended vaccines (%),Year: sdg3_vac,Normalized Score: sdg3_vac,Dashboard Color: sdg3_vac,Trend: sdg3_vac,Universal health coverage (UHC) index of service coverage (worst 0-100 best),Year: sdg3_uhc,Normalized Score: sdg3_uhc,Dashboard Color: sdg3_uhc,Trend: sdg3_uhc,"Subjective well-being (average ladder score, worst 0-10 best)",Year: sdg3_swb,Normalized Score: sdg3_swb,Dashboard Color: sdg3_swb,Trend: sdg3_swb,Gap in life expectancy at birth among regions (years),Year: sdg3_region,Dashboard Color: sdg3_region,Trend: sdg3_region,Gap in self-reported health status by income (percentage points),Year: sdg3_incomeg,Dashboard Color: sdg3_incomeg,Trend: sdg3_incomeg,Daily smokers (% of population aged 15 and over),Year: sdg3_smoke,Dashboard Color: sdg3_smoke,Trend: sdg3_smoke,Participation rate in pre-primary organized learning (% of children aged 4 to 6),Year: sdg4_earlyedu,Normalized Score: sdg4_earlyedu,Dashboard Color: sdg4_earlyedu,Trend: sdg4_earlyedu,Net primary enrollment rate (%),Year: sdg4_primary,Normalized Score: sdg4_primary,Dashboard Color: sdg4_primary,Trend: sdg4_primary,Lower secondary completion rate (%),Year: sdg4_second,Imputation: sdg4_second,Normalized Score: sdg4_second,Dashboard Color: sdg4_second,Trend: sdg4_second,Literacy rate (% of population aged 15 to 24),Year: sdg4_literacy,Normalized Score: sdg4_literacy,Dashboard Color: sdg4_literacy,Trend: sdg4_literacy,Tertiary educational attainment (% of population aged 25 to 34),Year: sdg4_tertiary,Dashboard Color: sdg4_tertiary,Trend: sdg4_tertiary,PISA score (worst 0-600 best),Year: sdg4_pisa,Dashboard Color: sdg4_pisa,Trend: sdg4_pisa,Variation in science performance explained by socio-economic status (%),Year: sdg4_socioec,Dashboard Color: sdg4_socioec,Trend: sdg4_socioec,Underachievers in science (% of 15-year-olds) ,Year: sdg4_science,Dashboard Color: sdg4_science,Trend: sdg4_science,Demand for family planning satisfied by modern methods (% of females aged 15 to ,Year: sdg5_familypl,Imputation: sdg5_familypl,Normalized Score: sdg5_familypl,Dashboard Color: sdg5_familypl,Trend: sdg5_fplmodel,Ratio of female-to-male mean years of education received (%),Year: sdg5_edat,Normalized Score: sdg5_edat,Dashboard Color: sdg5_edat,Trend: sdg5_edat,Ratio of female-to-male labor force participation rate (%),Year: sdg5_lfpr,Normalized Score: sdg5_lfpr,Dashboard Color: sdg5_lfpr,Trend: sdg5_lfpr,Seats held by women in national parliament (%),Year: sdg5_parl,Normalized Score: sdg5_parl,Dashboard Color: sdg5_parl,Trend: sdg5_parl,Gender wage gap (% of male median wage),Year: sdg5_paygap,Dashboard Color: sdg5_paygap,Trend: sdg5_paygap,Population using at least basic drinking water services (%),Year: sdg6_water,Normalized Score: sdg6_water,Dashboard Color: sdg6_water,Trend: sdg6_water,Population using at least basic sanitation services (%),Year: sdg6_sanita,Normalized Score: sdg6_sanita,Dashboard Color: sdg6_sanita,Trend: sdg6_sanita,Freshwater withdrawal (% of available freshwater resources),Year: sdg6_freshwat,Normalized Score: sdg6_freshwat,Dashboard Color: sdg6_freshwat,Anthropogenic wastewater that receives treatment (%),Year: sdg6_wastewat,Imputation: sdg6_wastewat,Normalized Score: sdg6_wastewat,Dashboard Color: sdg6_wastewat,Scarce water consumption embodied in imports (m3 H2O eq/capita),Year: sdg6_scarcew,Normalized Score: sdg6_scarcew,Dashboard Color: sdg6_scarcew,Population using safely managed water services (%),Year: sdg6_safewat,Imputation: sdg6_safewat,Dashboard Color: sdg6_safewat,Trend: sdg6_safewat,Population using safely managed sanitation services (%),Year: sdg6_safesan,Dashboard Color: sdg6_safesan,Trend: sdg6_safesan,Population with access to electricity (%),Year: sdg7_elecac,Normalized Score: sdg7_elecac,Dashboard Color: sdg7_elecac,Trend: sdg7_elecac,Population with access to clean fuels and technology for cooking (%),Year: sdg7_cleanfuel,Normalized Score: sdg7_cleanfuel,Dashboard Color: sdg7_cleanfuel,Trend: sdg7_cleanfuel,CO₂ emissions from fuel combustion per total electricity output (MtCO₂/TWh),Year: sdg7_co2twh,Normalized Score: sdg7_co2twh,Dashboard Color: sdg7_co2twh,Trend: sdg7_co2twh,Renewable energy share in total final energy consumption (%),Year: sdg7_renewcon,Normalized Score: sdg7_renewcon,Dashboard Color: sdg7_renewcon,Trend: sdg7_renewcon,Adjusted GDP growth (%),Year: sdg8_adjgrowth,Normalized Score: sdg8_adjgrowth,Dashboard Color: sdg8_adjgrowth,"Victims of modern slavery (per 1,000 population)",Year: sdg8_slavery,Imputation: sdg8_slavery,Normalized Score: sdg8_slavery,Dashboard Color: sdg8_slavery,Adults with an account at a bank or other financial institution or with a mobile,Year: sdg8_accounts,Normalized Score: sdg8_accounts,Dashboard Color: sdg8_accounts,Trend: sdg8_accounts,"Unemployment rate (% of total labor force, ages 15+)",Year: sdg8_unemp,Normalized Score: sdg8_unemp,Dashboard Color: sdg8_unemp,Trend: sdg8_unemp,Fundamental labor rights are effectively guaranteed (worst 0–1 best),Year: sdg8_rights,Normalized Score: sdg8_rights,Dashboard Color: sdg8_rights,Trend: sdg8_rights,"Fatal work-related accidents embodied in imports (per 100,000 population)",Year: sdg8_impacc,Normalized Score: sdg8_impacc,Dashboard Color: sdg8_impacc,Trend: sdg8_impacc,"Victims of modern slavery embodied in imports (per 100,000 population)",Year: sdg8_impslav,Normalized Score: sdg8_impslav,Dashboard Color: sdg8_impslav,Employment-to-population ratio (%),Year: sdg8_empop,Dashboard Color: sdg8_empop,Trend: sdg8_empop,"Youth not in employment, education or training (NEET) (% of population aged 15 t",Year: sdg8_yneet,Dashboard Color: sdg8_yneet,Trend: sdg8_yneet,Rural population with access to all-season roads (%),Year: sdg9_roads,Normalized Score: sdg9_roads,Dashboard Color: sdg9_roads,Population using the internet (%),Year: sdg9_intuse,Normalized Score: sdg9_intuse,Dashboard Color: sdg9_intuse,Trend: sdg9_intuse,Mobile broadband subscriptions (per 100 population),Year: sdg9_mobuse,Normalized Score: sdg9_mobuse,Dashboard Color: sdg9_mobuse,Trend: sdg9_mobuse,Logistics Performance Index: Quality of trade and transport-related infrastructu,Year: sdg9_lpi,Normalized Score: sdg9_lpi,Dashboard Color: sdg9_lpi,Trend: sdg9_lpi,The Times Higher Education Universities Ranking: Average score of top 3 universi,Year: sdg9_uni,Imputation: sdg9_uni,Normalized Score: sdg9_uni,Dashboard Color: sdg9_uni,"Articles published in academic journals (per 1,000 population)",Year: sdg9_articles,Normalized Score: sdg9_articles,Dashboard Color: sdg9_articles,Trend: sdg9_articles,Expenditure on research and development (% of GDP),Year: sdg9_rdex,Imputation: sdg9_rdex,Normalized Score: sdg9_rdex,Dashboard Color: sdg9_rdex,Trend: sdg9_rdex,"Researchers (per 1,000 employed population)",Year: sdg9_rdres,Dashboard Color: sdg9_rdres,Trend: sdg9_rdres,Triadic patent families filed (per million population),Year: sdg9_patents,Dashboard Color: sdg9_patents,Trend: sdg9_patents,Gap in internet access by income (percentage points),Year: sdg9_netacc,Dashboard Color: sdg9_netacc,Trend: sdg9_netacc,Female share of graduates from STEM fields at the tertiary level (%),Year: sdg9_womensci,Dashboard Color: sdg9_womensci,Trend: sdg9_womensci,Gini coefficient,Year: sdg10_gini,Normalized Score: sdg10_gini,Dashboard Color: sdg10_gini,Trend: sdg10_gini,Palma ratio,Year: sdg10_palma,Normalized Score: sdg10_palma,Dashboard Color: sdg10_palma,Trend: sdg10_palma,Elderly poverty rate (% of population aged 66 or over),Year: sdg10_elder,Dashboard Color: sdg10_elder,Trend: sdg10_elder,Proportion of urban population living in slums (%),Year: sdg11_slums,Imputation: sdg11_slums,Normalized Score: sdg11_slums,Dashboard Color: sdg11_slums,Trend: sdg11_slums,Annual mean concentration of particulate matter of less than 2.5 microns in diam,Year: sdg11_pm25,Normalized Score: sdg11_pm25,Dashboard Color: sdg11_pm25,Trend: sdg11_pm25,"Access to improved water source, piped (% of urban population)",Year: sdg11_pipedwat,Normalized Score: sdg11_pipedwat,Dashboard Color: sdg11_pipedwat,Trend: sdg11_pipedwat,Satisfaction with public transport (%),Year: sdg11_transport,Normalized Score: sdg11_transport,Dashboard Color: sdg11_transport,Trend: sdg11_transport,Population with rent overburden (%),Year: sdg11_rentover,Dashboard Color: sdg11_rentover,Trend: sdg11_rentover,Proportion of population with access to points of interest within a 15min walk (,Year: sdg11_walkable,Dashboard Color: sdg11_walkable,Municipal solid waste (kg/capita/day),Year: sdg12_msw,Normalized Score: sdg12_msw,Dashboard Color: sdg12_msw,Electronic waste (kg/capita),Year: sdg12_ewaste,Normalized Score: sdg12_ewaste,Dashboard Color: sdg12_ewaste,Production-based SO₂ emissions (kg/capita),Year: sdg12_so2prod,Normalized Score: sdg12_so2prod,Dashboard Color: sdg12_so2prod,SO₂ emissions embodied in imports (kg/capita) ,Year: sdg12_so2import,Normalized Score: sdg12_so2import,Dashboard Color: sdg12_so2import,Production-based nitrogen emissions (kg/capita),Year: sdg12_nprod,Normalized Score: sdg12_nprod,Dashboard Color: sdg12_nprod,Trend: sdg12_nprod,Nitrogen emissions embodied in imports (kg/capita),Year: sdg12_nimport,Normalized Score: sdg12_nimport,Dashboard Color: sdg12_nimport,Trend: sdg12_nimport,Exports of plastic waste (kg/capita),Year: sdg12_explastic,Normalized Score: sdg12_explastic,Dashboard Color: sdg12_explastic,Trend: sdg12_explastic,Non-recycled municipal solid waste (kg/capita/day),Year: sdg12_mswrecycl,Dashboard Color: sdg12_mswrecycl,Trend: sdg12_mswrecycl,CO₂ emissions from fossil fuel combustion and cement production (tCO2/capita),Year: sdg13_co2gcp,Normalized Score: sdg13_co2gcp,Dashboard Color: sdg13_co2gcp,Trend: sdg13_co2gcp,CO₂ emissions embodied in imports (tCO₂/capita),Year: sdg13_co2import,Normalized Score: sdg13_co2import,Dashboard Color: sdg13_co2import,Trend: sdg13_co2import,CO₂ emissions embodied in fossil fuel exports (kg/capita),Year: sdg13_co2export,Imputation: sdg13_co2export,Normalized Score: sdg13_co2export,Dashboard Color: sdg13_co2export,"Carbon Pricing Score at EUR60/tCO₂ (%, worst 0-100 best)",Year: sdg13_ecr,Dashboard Color: sdg13_ecr,Trend: sdg13_ecr,Mean area that is protected in marine sites important to biodiversity (%) ,Year: sdg14_cpma,Normalized Score: sdg14_cpma,Dashboard Color: sdg14_cpma,Trend: sdg14_cpma,Ocean Health Index: Clean Waters score (worst 0-100 best),Year: sdg14_cleanwat,Normalized Score: sdg14_cleanwat,Dashboard Color: sdg14_cleanwat,Trend: sdg14_cleanwat,Fish caught from overexploited or collapsed stocks (% of total catch),Year: sdg14_fishstocks,Normalized Score: sdg14_fishstocks,Dashboard Color: sdg14_fishstocks,Trend: sdg14_fishstocks,Fish caught by trawling or dredging (%),Year: sdg14_trawl,Normalized Score: sdg14_trawl,Dashboard Color: sdg14_trawl,Trend: sdg14_trawl,Fish caught that are then discarded (%),Year: sdg14_discard,Normalized Score: sdg14_discard,Dashboard Color: sdg14_discard,Trend: sdg14_discard,Marine biodiversity threats embodied in imports (per million population),Year: sdg14_biomar,Normalized Score: sdg14_biomar,Dashboard Color: sdg14_biomar,Mean area that is protected in terrestrial sites important to biodiversity (%),Year: sdg15_cpta,Normalized Score: sdg15_cpta,Dashboard Color: sdg15_cpta,Trend: sdg15_cpta,Mean area that is protected in freshwater sites important to biodiversity (%),Year: sdg15_cpfa,Normalized Score: sdg15_cpfa,Dashboard Color: sdg15_cpfa,Trend: sdg15_cpfa,Red List Index of species survival (worst 0-1 best) ,Year: sdg15_redlist,Normalized Score: sdg15_redlist,Dashboard Color: sdg15_redlist,Trend: sdg15_redlist,"Permanent deforestation (% of forest area, 3-year average)",Year: sdg15_forchg,Normalized Score: sdg15_forchg,Dashboard Color: sdg15_forchg,Trend: sdg15_forchg,Terrestrial and freshwater biodiversity threats embodied in imports (per million,Year: sdg15_biofrwter,Normalized Score: sdg15_biofrwter,Dashboard Color: sdg15_biofrwter,"Homicides (per 100,000 population)",Year: sdg16_homicides,Normalized Score: sdg16_homicides,Dashboard Color: sdg16_homicides,Trend: sdg16_homicides,Unsentenced detainees (% of prison population),Year: sdg16_detain,Normalized Score: sdg16_detain,Dashboard Color: sdg16_detain,Trend: sdg16_detain,Population who feel safe walking alone at night in the city or area where they l,Year: sdg16_safe,Normalized Score: sdg16_safe,Dashboard Color: sdg16_safe,Trend: sdg16_safe,Birth registrations with civil authority (% of children under age 5),Year: sdg16_u5reg,Normalized Score: sdg16_u5reg,Dashboard Color: sdg16_u5reg,Corruption Perceptions Index (worst 0-100 best),Year: sdg16_cpi,Normalized Score: sdg16_cpi,Dashboard Color: sdg16_cpi,Trend: sdg16_cpi,Children involved in child labor (% of population aged 5 to 14),Year: sdg16_clabor,Imputation: sdg16_clabor,Normalized Score: sdg16_clabor,Dashboard Color: sdg16_clabor,"Exports of major conventional weapons (TIV constant million USD per 100,000 popu",Year: sdg16_weaponsexp,Normalized Score: sdg16_weaponsexp,Dashboard Color: sdg16_weaponsexp,Press Freedom Index (worst 0-100 best),Year: sdg16_rsf,Normalized Score: sdg16_rsf,Dashboard Color: sdg16_rsf,Trend: sdg16_rsf,Access to and affordability of justice (worst 0–1 best),Year: sdg16_justice,Normalized Score: sdg16_justice,Dashboard Color: sdg16_justice,Trend: sdg16_justice,Timeliness of administrative proceedings (worst 0 - 1 best),Year: sdg16_admin,Normalized Score: sdg16_admin,Dashboard Color: sdg16_admin,Trend: sdg16_admin,Expropriations are lawful and adequately compensated (worst 0 - 1 best),Year: sdg16_exprop,Normalized Score: sdg16_exprop,Dashboard Color: sdg16_exprop,Trend: sdg16_exprop,"Persons held in prison (per 100,000 population)",Year: sdg16_prison,Dashboard Color: sdg16_prison,Trend: sdg16_prison,Government spending on health and education (% of GDP),Year: sdg17_govex,Normalized Score: sdg17_govex,Dashboard Color: sdg17_govex,Trend: sdg17_govex,For high-income and all OECD DAC countries: International concessional public fi,Year: sdg17_oda,Normalized Score: sdg17_oda,Dashboard Color: sdg17_oda,Trend: sdg17_oda,Other countries: Government revenue excluding grants (% of GDP),Year: sdg17_govrev,Imputation: sdg17_govrev,Normalized Score: sdg17_govrev,Dashboard Color: sdg17_govrev,Trend: sdg17_govrev,Corporate Tax Haven Score (best 0-100 worst),Year: sdg17_cohaven,Imputation: sdg17_cohaven,Normalized Score: sdg17_cohaven,Dashboard Color: sdg17_cohaven,Financial Secrecy Score (best 0-100 worst),Year: sdg17_secrecy,Dashboard Color: sdg17_secrecy,Trend: sdg17_secrecy,Shifted profits of multinationals (US$ billion),Year: sdg17_sprofits,Dashboard Color: sdg17_sprofits,Trend: sdg17_sprofits,Statistical Performance Index (worst 0-100 best),Year: sdg17_statperf,Normalized Score: sdg17_statperf,Dashboard Color: sdg17_statperf,Trend: sdg17_statperf,Goal 1 Regional Score,Goal 2 Regional Score,Goal 3 Regional Score,Goal 4 Regional Score,Goal 5 Regional Score,Goal 6 Regional Score,Goal 7 Regional Score,Goal 8 Regional Score,Goal 9 Regional Score,Goal 10 Regional Score,Goal 11 Regional Score,Goal 12 Regional Score,Goal 13 Regional Score,Goal 14 Regional Score,Goal 15 Regional Score,Goal 16 Regional Score,Goal 17 Regional Score
FIN,Finland,86.8,1,2.1,73.7,77.8,128,OECD,5538263,green,↑,red,→,yellow,➚,green,→,yellow,➚,yellow,➚,green,↑,yellow,➚,yellow,➚,yellow,↓,yellow,➚,red,→,red,↓,yellow,➚,orange,➚,yellow,➚,orange,➚,99.6,60.9,95.4,97.2,92.1,94.3,93.0,86.8,96.0,98.5,91.2,60.1,68.8,87.9,85.1,92.5,75.6,0.18,2023,,99.752,green,↑,0.31,2023,,99.398,green,↑,5.7,2020,green,↑,2.5,2020,,100,green,↑,2.58,2022,1,94.861,green,,0.7,2021,1,95.706,green,,22.2,2016,39.938,orange,↓,2.573,2017,0,red,↓,2.777,2021,37.897,green,→,0.971,2018,19.083,red,↓,51.547,2021,orange,0.977,2020,99.609,green,8.34,2020,99.391,green,→,1.274,2021,99.549,green,↑,2.17,2021,100,green,↑,3.5,2021,99.376,green,↑,,,,,,9.6,2019,98.618,green,↑,7.44,2019,97.983,green,3.89,2019,97.738,green,↑,81.61,2019,95.207,green,↑,4.1,2019,98.833,green,↑,99.6,2020,99.48,green,→,89,2021,81.356,yellow,↓,83,2019,72.492,green,→,7.7,2022,100,green,↑,3.75,2020,yellow,↓,25.3,2020,yellow,→,12,2020,green,↑,96.87,2020,95.185,green,→,98.301,2020,96.323,green,→,102.065,2020,,100,green,↑,,,,,,40.057,2021,green,→,516.333,2018,green,→,10.48,2018,green,→,12.887,2018,green,→,90.4,2023,1,88.364,green,↑,102.803,2021,100,green,↑,90.798,2022,88.278,green,↑,46,2021,91.803,green,↑,15.979,2020,orange,➚,100,2020,100,green,↑,99.448,2020,99.389,green,↑,7.114,2019,100,green,100,2020,,100,green,3124.865,2018,72.249,orange,99.638,2020,,green,↑,84.1,2020,yellow,→,100,2020,100,green,↑,100,2020,100,green,↑,0.605,2019,89.746,green,↑,45.8,2019,82.308,green,↑,0.851,2021,78.939,green,1.654,2018,,92.482,green,99.53,2021,99.489,green,→,7.145,2023,73.839,,,0.848,2021,99.636,green,↑,0.295,2018,95.083,green,→,95.834,2018,68.055,yellow,72.65,2021,green,↑,11.89,2021,yellow,↑,99.625,2022,100,green,92.808,2021,92.646,green,↑,157.153,2021,100,green,↑,4.003,2018,100,green,↑,54.517,2022,,100,green,4.219,2021,100,green,↑,2.935,2020,,79.324,green,↑,15.896,2020,green,↑,53.309,2020,green,↑,9.239,2020,yellow,↑,27.4,2017,yellow,→,27.7,2019,99.437,green,→,0.94,2020,97.5,green,→,6.9,2020,yellow,↓,0,2020,1,100,green,↑,5.542,2019,100,green,↑,100,2020,100,green,↑,61,2022,64.935,yellow,→,8.757,2019,yellow,→,96.59,2022,green,1.547,2019,59.806,,19.818,2019,15.803,red,26.558,2018,94.941,green,7.348,2018,75.507,yellow,51.822,2018,49.161,red,→,30.713,2018,56.124,red,↓,3.711,2021,69.075,orange,↑,1.05,2021,red,↓,6.795,2021,66.025,red,➚,2.684,2018,40.356,red,↓,0.086,2021,,100,green,33.526,2018,orange,↓,60.854,2022,60.854,red,→,81.91,2022,74.664,green,↑,3.12,2018,96.56,green,↑,0,2019,100,green,,0.192,2019,99.04,green,↑,0.071,2018,96.45,green,71.77,2022,71.77,orange,→,75.81,2022,75.81,yellow,→,0.99,2023,97.5,green,↑,0,2021,100,green,↑,1.973,2018,80.27,yellow,1.646,2020,96.43,yellow,↓,23.482,2020,75.762,green,→,,2022,96.491,green,↑,100,2022,100,green,87,2022,97.884,green,→,0,2021,1,100,green,0.468,2021,86.235,green,87.94,2023,99.875,green,→,0.703,2021,92.769,green,↑,0.789,2021,91.286,green,↑,0.805,2021,81,green,↑,49.651,2020,green,↑,13.7,2020,91.333,green,→,0.576,2022,52.889,yellow,↑,,,,,,,60,2021,,66.667,green,51.8,2022,orange,→,4.768,2019,green,↑,93.636,2022,91.515,green,↑,98.1551756756757,65.8228552631579,91.4751785232312,96.1640548245614,79.4539890350877,83.6901894736842,78.8002324561404,82.6908233082707,85.6814248120301,79.1756710526316,88.2767390350877,60.4146616541353,65.8022543859649,66.1379927083333,73.9993184210526,79.8988850478469,69.9181578947369
